"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Pseudochromis flavivertex";17;6158;479;0;0;1;0;4,7;0;1;66;1;7;3;5
"Pseudochromis fridmani";112;19492;771;0;0;8;2,0228085294147;4,48333333333333;0,833333333333333;9;26;3;16;15;14
"Pseudochromis fuscus";13;12456;1122;0;0;40;2,21500344627449;6,23142857142857;0,836334318731524;16;1419;17;114;17;4
"Pseudochromis marshallensis";1;0;78;0;0;0;0;0;0;0;0;0;11;7;4
"Pseudochromis olivaceus";1;0;77;0;0;2;1,09861228866811;4,3;0,666666666666667;3;0;0;20;20;4
"Pseudochromis pesi";2;1700;108;0;0;0;0;0;0;0;0;0;0;0;0
"Pseudochromis springeri";11;7231;781;0;0;0;0;0;0;0;0;0;4;4;0
"Pseudochromis wilsoni";2;0;95;0;0;0;0;0;0;0;0;0;0;0;0
"Pseudocoris aurantiofasciata";0;0;84;10;1;0;0;0;0;0;0;0;5;2;1
"Pseudocoris bleekeri";1;0;96;10;1;0;0;0;0;0;0;0;12;12;0
"Pseudocoris yamashiroi";4;0;145;10;1;0;0;0;0;0;0;0;24;20;9
"Pseudodax moluccanus";23;2156;1155;18;1;1;1,09861228866811;7,1;0,666666666666667;3;245;1;29;23;16
"Pseudogoniistius nigripes";48;0;28;6;0;3;1,05492016798614;3,8;0,64;3;42;2;5;3;1
"Pseudojuloides atavai";1;0;84;10;1;1;1,09861228866811;2,3;0,666666666666667;3;1;1;18;13;4
"Pseudojuloides cerasinus";12;2116;418;11;1;0;0;0;0;0;0;0;30;24;7
"Pseudojuloides elongatus";3;1602;147;11;1;1;1,09861228866811;2,3;0,666666666666667;3;1;1;23;11;6
"Pseudolabrus biserialis";1;0;76;9;1;0;0;0;0;0;0;0;2;0;0
"Pseudolabrus fuentesi";0;0;80;9;1;0;0;0;0;0;0;0;5;2;4
"Pseudolabrus guentheri";29;2011;248;10;1;2;0,636514168294813;5,1;0,444444444444444;2;15;1;0;0;0
"Pseudolabrus luculentus";8;1567;420;11;1;1;0;0;0;0;0;0;0;0;0
"Pseudolabrus miles";1814;1615;149;9;1;4;1,03972077083992;3,73333333333333;0,625;3;256;3;3;1;1
"Pseudolabrus rubicundus";6;0;75;9;1;4;1,64173471218752;4,175;0,776859504132231;6;59;1;0;0;0
"Pseudolabrus semifasciatus";0;0;78;9;1;0;0;0;0;0;0;0;0;0;0
"Pseudolabrus sieboldi";56;0;68;10;2;27;2,28995811632431;2,59545454545455;0,840264650283554;17;193;8;48;58;2
"Pseudopercis semifasciata";4;0;116;0;0;29;2,51584908636084;3,58461538461538;0,877958579881657;20;487;13;16;15;2
"Pseudophycis bachus";6;3166;384;0;0;29;2,50751102761479;3,64347826086957;0,874089490114464;21;468;14;106;96;3
"Pseudophycis barbata";3;1963;81;0;0;2;0,693147180559945;4,05;0,5;2;16;2;30;28;1
"Pseudotolithus senegalensis";0;7121;335;0;0;19;2,47990535872806;5,57333333333333;0,904444444444444;14;89;7;38;38;12
"Pseudupeneus grandisquamis";2;0;141;0;0;10;2,56704645447428;2,67;0,912;15;32;3;4;1;0
"Pseudupeneus maculatus";280;1202;526;0;0;17;1,98455531565298;3,01764705882353;0,822265625;10;221;7;44;34;20
"Pseudupeneus prayensis";6;5792;591;0;0;10;2,75219154656904;3,34444444444444;0,929752066115702;17;368;4;10;3;0
"Psilotris boehlkei";0;0;90;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;0;0;0
"Pteragogus aurigarius";15;1;77;9;1;2;0,636514168294813;2,7;0,444444444444444;2;6;1;12;2;2
"Pteragogus cryptus";17;0;428;12;1;2;0;1,7;0;1;0;0;13;10;9
"Pteragogus enneacanthus";17;0;87;9;1;0;0;0;0;0;0;0;30;28;28
"Pteragogus flagellifer";2;1;87;8;1;4;0,950270539233235;1,76666666666667;0,56;3;13;2;29;36;4
"Pterapogon kauderni";576;7082;5541;24;5;45;2,45093087283704;3,66969696969697;0,857234417561288;23;714;15;48;310;13
"Ptereleotris calliura";7;0;30;0;0;2;1,38629436111989;2,4;0,75;4;2;1;2;2;0
"Ptereleotris evides";82;11004;352;0;0;0;0;0;0;0;0;0;42;33;18
"Ptereleotris hanae";53;7808;144;0;0;0;0;0;0;0;0;0;9;5;6
"Ptereleotris heteroptera";15;1135;253;10;2;0;0;0;0;0;0;0;37;22;6
"Ptereleotris microlepis";25;780;161;0;0;1;0;0;0;0;32;1;35;29;17
"Ptereleotris monoptera";17;0;30;0;0;0;0;0;0;0;0;0;29;29;6
"Ptereleotris zebra";28;9296;443;0;0;1;1,79175946922805;4,4;0,833333333333333;6;0;0;38;32;13
"Pterocaesio chrysozona";37;2945;961;0;0;6;1,32088834314932;2,8;0,71875;4;16;2;16;15;3
"Pterocaesio digramma";37;1682;647;0;0;8;1,73286795139986;2,28;0,8125;6;111;2;120;46;7
"Pterocaesio marri";6;6875;616;0;0;6;1,27302833658963;2,45;0,691358024691358;4;37;2;47;13;3
"Pterocaesio pisang";31;8257;866;0;0;2;1,09861228866811;4,3;0,666666666666667;3;5;1;62;39;13
"Pterocaesio randalli";0;0;192;0;0;0;0;0;0;0;0;0;6;6;0
"Pterocaesio tessellata";16;3;193;0;0;1;0;1;0;1;0;0;19;14;0
"Pterocaesio tile";62;3110;1015;0;0;3;1,09861228866811;3,2;0,666666666666667;3;46;3;98;55;5
"Pterocaesio trilineata";10;0;114;0;0;2;1,38629436111989;1,2;0,75;4;6;1;3;2;0
"Pterogobius zacalles";0;0;121;0;0;2;0;0;0;0;1;1;22;17;2
"Pterogymnus laniarius";0;1438;618;0;0;19;2,20935832435432;4,29166666666667;0,835555555555556;14;214;5;20;13;4
"Pterois antennata";759;29465;1849;24;9;8;2,26860528563497;4,525;0,88;11;110;5;149;111;23
"Pterois miles";621;123882;2296;26;15;122;2,65373745056665;3,74705882352941;0,884561026626717;36;2377;27;1133;591;41
"Pterois radiata";178;30470;1621;29;9;5;1,242453324894;2;0,666666666666667;4;23;2;36;20;15
"Pterois volitans";2625;69023;4586;38;25;439;2,95735631897551;4,29630681818182;0,902229421353593;64;7569;43;3457;2147;61
"Pycnochromis abruptus";0;0;0;0;0;1;1,09861228866811;2,3;0,666666666666667;3;6;1;77;33;3
"Pycnochromis acares";7;177;135;0;0;2;1,38629436111989;2,3;0,75;4;34;2;34;26;1
"Pycnochromis agilis";10;0;226;0;0;2;1,90615474653985;4,5;0,84375;7;10;1;154;55;7
"Pycnochromis amboinensis";22;204;346;0;0;1;0;1,9;0;1;0;0;0;0;0
"Pycnochromis atripes";7;167;103;0;0;0;0;0;0;0;0;0;35;30;12
"Pycnochromis bami";0;0;0;0;0;0;0;0;0;0;0;0;153;63;12
"Pycnochromis caudalis";10;152;123;0;0;0;0;0;0;0;0;0;2;2;0
"Pycnochromis dimidiatus";77;0;0;0;0;4;1,38629436111989;3,5;0,6875;5;51;2;100;86;21
"Pycnochromis flavipectoralis";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pycnochromis hanui";11;0;0;0;0;1;1,79175946922805;5,1;0,833333333333333;6;23;1;3;1;0
"Pycnochromis iomelas";12;309;120;0;0;0;0;0;0;0;0;0;31;29;6
"Pycnochromis lineatus";23;157;39;0;0;0;0;0;0;0;0;0;0;0;0
"Pycnochromis margaritifer";37;238;90;0;0;8;1,92306886809511;3,575;0,833333333333333;8;82;4;227;208;13
"Pycnochromis nigrurus";8;0;0;0;0;0;0;0;0;0;0;0;35;28;8
"Pycnochromis retrofasciatus";44;211;45;0;0;4;0,693147180559945;3,7;0,5;2;32;1;38;30;14
"Pycnochromis vanderbilti";12;175;116;0;0;5;2,23160695160893;2,94;0,885813148788927;10;47;2;330;136;23
"Pygoplites diacanthus";487;5898;2099;29;9;8;2,39331212297452;3,71666666666667;0,8984375;12;17;2;250;176;30
"Pyronotanthias lori";3;0;302;0;0;0;0;0;0;0;0;0;0;0;0
"Quassiremus evionthas";0;1835;235;0;0;0;0;0;0;0;0;0;0;0;0
"Rachycentron canadum";64;7456;3226;36;5;597;2,90558507103214;3,37514450867052;0,823361409081927;82;9330;50;1835;1251;143
"Rastrelliger kanagurta";94;9367;1540;35;6;239;3,42896167740066;3,1804347826087;0,938052167386001;69;2424;27;3223;5919;47
"Remora remora";4395;11467;1107;21;10;16;1,98536081995414;1,82142857142857;0,823979591836735;10;142;5;19;13;11
"Repomucenus calcaratus";8;0;96;0;0;1;0,693147180559945;7,2;0,5;2;17;1;6;4;4
"Rhabdamia gracilis";39;4;28;0;0;4;0,950270539233235;1,65;0,56;3;3;1;44;38;3
"Rhabdosargus holubi";3;10334;425;0;0;70;1,65048598751155;3,35438596491228;0,722982351774737;15;996;19;10;10;1
"Rhabdosargus sarba";37;17260;328;17;0;165;2,99136228435305;3,92651515151515;0,898764185217916;47;3053;32;312;306;22
"Rhacochilus toxotes";9;0;204;0;0;1;0,693147180559945;1,8;0,5;2;18;1;3;1;0
"Rhinecanthus aculeatus";514;8125;2497;23;14;43;2,46168614540761;4,19444444444444;0,884628099173554;21;605;12;185;105;75
"Rhinecanthus assasi";119;17249;546;22;3;4;1,33217904021012;2,03333333333333;0,72;4;5;2;45;15;19
"Rhinecanthus lunula";2;3266;611;0;0;0;0;0;0;0;0;0;15;10;10
"Rhinecanthus rectangulus";144;5357;2132;27;5;3;1,73512645696292;4,16666666666667;0,814814814814815;6;21;2;33;24;15
"Rhinecanthus verrucosus";33;5062;424;13;2;3;0,636514168294813;2,35;0,444444444444444;2;38;1;38;28;23
"Rhinogobiops nicholsii";86;2938;2311;0;0;32;1,46445918551134;4,02307692307692;0,690828402366864;9;617;13;60;24;0
"Rhinomuraena quaesita";515;11764;1869;26;4;7;2,07944154167984;2,82;0,875;8;52;2;19;37;9
"Rhomboplites aurorubens";13;5365;1621;0;0;90;1,92175280225873;3,36621621621622;0,729403281052821;23;775;17;0;0;0
"Rhycherus filamentosus";52;7649;800;0;0;0;0;0;0;0;0;0;10;6;3
"Rhynchostracion nasus";32;927;299;12;0;2;1,38629436111989;4,8;0,75;4;35;1;18;16;9
"Ruanoho whero";12;1279;171;6;0;6;1,38629436111989;5,425;0,6875;5;95;3;2;2;2
"Rypticus bicolor";2;0;46;0;0;0;0;0;0;0;0;0;20;30;3
"Rypticus courtenayi";0;0;45;0;0;1;0;0;0;0;0;0;0;0;0
"Rypticus nigripinnis";4;0;46;0;0;1;0,693147180559945;3,7;0,5;2;39;1;5;1;4
"Rypticus saponaceus";169;0;222;8;1;4;1,32966134885476;2,75;0,722222222222222;4;37;2;61;59;34
"Salarias alboguttatus";4;6103;134;0;0;0;0;0;0;0;0;0;18;18;14
"Salarias ceramensis";23;4577;173;0;0;0;0;0;0;0;0;0;1;0;0
"Salarias fasciatus";160;42357;1110;16;2;7;1,74815545724768;3,56;0,791666666666667;7;18;2;43205;39301;43
"Salarias guttatus";2;3979;135;0;0;0;0;0;0;0;0;0;5;4;0
"Salarias segmentatus";11;4642;145;8;0;0;0;0;0;0;0;0;1;0;0
"Salmo salar";2374;42644;14337;67;42;17508;3,27541271119616;4,51531629263001;0,883399136842713;202;379951;201;1183629;706343;361
"Sanopus astrifer";3;2240;91;0;0;2;1,03972077083992;1,5;0,625;3;9;1;0;0;0
"Sanopus reticulatus";10;2371;87;0;0;1;0;1,4;0;1;1;1;0;0;0
"Sanopus splendidus";37;3308;479;0;0;2;0;0;0;0;6;2;0;0;0
"Sarda australis";12;3001;612;14;2;6;1,92984909552585;4,74;0,84;8;7;1;29;13;3
"Sarda orientalis";6;5686;842;0;0;26;3,10959419139626;3,32916666666667;0,934601664684899;30;396;8;181;204;32
"Sarda sarda";14267;8266;3068;39;8;161;3,35934239798793;3,16893939393939;0,939042600978523;59;2059;25;838;299;92
"Sardina pilchardus";171;12821;4978;59;8;1311;3,32060864911975;4,29351005484461;0,921242932177505;122;26604;74;127336;1387;91
"Sardinella aurita";25;8397;2510;25;1;376;3,15269358073141;3,86413793103448;0,898244095907698;78;5252;36;0;0;0
"Sardinops sagax";131;12110;1485;28;5;1242;2,41877690940257;4,06679764243615;0,806869934843889;93;23799;71;0;0;0
"Sargocentron caudimaculatum";95;8657;550;0;0;2;1,94591014905531;2,7;0,857142857142857;7;2;1;144;112;17
"Sargocentron cornutum";6;5647;129;0;0;0;0;0;0;0;0;0;42;34;15
"Sargocentron diadema";61;13346;583;0;0;1;1,6094379124341;3,5;0,8;5;2;1;155;128;15
"Sargocentron hormion";0;623;78;0;0;0;0;0;0;0;0;0;0;0;0
"Sargocentron ittodai";7;1065;130;7;0;0;0;0;0;0;0;0;43;32;8
"Sargocentron melanospilos";2;1076;135;0;0;0;0;0;0;0;0;0;11;9;6
"Sargocentron microstoma";6;5665;184;0;0;1;0,693147180559945;2,8;0,5;2;2;1;109;104;15
"Sargocentron rubrum";92;12979;534;0;0;23;2,15321299948353;3,17368421052632;0,842455621301775;14;315;9;220;225;23
"Sargocentron spiniferum";148;17793;1360;0;0;10;2,04493117484959;2,68571428571429;0,846938775510204;9;72;3;0;0;0
"Sargocentron suborbitale";0;570;150;0;0;0;0;0;0;0;0;0;0;0;0
"Sargocentron tiere";29;6294;92;0;0;0;0;0;0;0;0;0;0;0;0
"Sargocentron tiereoides";1;561;126;0;0;1;0;1;0;1;7;1;7;5;0
"Sargocentron violaceum";4;711;461;0;0;0;0;0;0;0;0;0;0;0;0
"Sarpa salpa";652;69134;3358;30;19;216;2,86537927061245;3,62012195121951;0,888047593293672;47;4004;32;492;186;101
"Saurida gracilis";66;2936;219;0;0;1;1,38629436111989;3,4;0,75;4;0;0;38;31;7
"Saurida nebulosa";9;1807;164;0;0;1;1,38629436111989;4,2;0,75;4;16;1;24;38;1
"Scaevius milii";0;1039;458;0;0;0;0;0;0;0;0;0;3;3;3
"Scartella poiti";0;5198;172;8;0;1;0;1,5;0;1;0;0;8;4;2
"Scartella springeri";0;4480;141;0;0;0;0;0;0;0;0;0;0;0;0
"Scarus altipinnis";11;9171;383;13;1;1;0,693147180559945;0,7;0,5;2;0;0;28;12;13
"Scarus chameleon";4;0;88;10;1;2;0;1,7;0;1;7;1;52;44;15
"Scarus coelestinus";271;2193;1531;15;1;5;1,5498260458782;2,6;0,775510204081633;5;164;3;0;0;0
"Scarus coeruleus";274;1633;1304;15;1;9;1,27118148026058;3,975;0,686390532544379;4;285;6;4;0;3
"Scarus compressus";10;1;94;10;1;2;0,693147180559945;1,1;0,5;2;9;1;1451;1155;14
"Scarus dimidiatus";49;6251;153;11;1;0;0;0;0;0;0;0;106;81;19
"Scarus falcipinnis";1;133;101;11;1;0;0;0;0;0;0;0;6;3;3
"Scarus ferrugineus";81;4440;623;11;1;9;1,40194545937873;3,35;0,72;5;48;4;29;23;13
"Scarus festivus";1;2182;188;12;1;0;0;0;0;0;0;0;20;6;14
"Scarus flavipectoralis";17;6170;169;11;1;3;0,693147180559945;1,7;0,5;2;34;2;27;16;14
"Scarus forsteni";16;6631;115;11;1;2;0;5,1;0;1;1;1;319;333;14
"Scarus frenatus";65;20521;381;16;1;9;1,95211561654034;4,05;0,823529411764706;9;305;4;58;28;24
"Scarus fuscopurpureus";9;3010;336;11;1;1;1,09861228866811;0,7;0,666666666666667;3;0;0;29;29;9
"Scarus ghobban";178;22687;610;16;2;49;2,7946036837304;2,7195652173913;0,899074403702385;32;502;12;0;0;0
"Scarus globiceps";22;10406;419;13;1;1;0;2,5;0;1;0;0;117;103;19
"Scarus guacamaia";704;2826;409;13;1;17;2,25278231567106;11,4285714285714;0,875148632580262;12;1146;6;18;11;14
"Scarus iseri";58;0;566;11;1;24;2,52832336352807;3,715;0,895463510848126;17;205;8;105;90;19
"Scarus koputea";0;0;79;9;1;0;0;0;0;0;0;0;8;4;3
"Scarus longipinnis";0;0;83;10;1;0;0;0;0;0;0;0;5;2;3
"Scarus niger";102;11391;1534;12;1;9;1,82007597536062;6,31666666666667;0,819444444444444;7;188;6;0;0;0
"Scarus oviceps";25;1332;162;11;1;2;0,636514168294813;2,6;0,444444444444444;2;6;1;229;212;17
"Scarus perrico";7;0;111;10;1;2;1,09861228866811;1,35;0,666666666666667;3;0;0;349;275;12
"Scarus prasiognathos";23;11012;306;13;1;1;0;1,6;0;1;0;0;41;19;15
"Scarus psittacus";132;7184;786;13;1;12;2,17888403336072;3,02;0,8448;12;76;4;0;0;0
"Scarus quoyi";73;12068;198;10;1;7;2,28701872348863;3,08571428571429;0,88;12;26;3;109;28;21
"Scarus rivulatus";125;0;73;8;1;29;2,27538350158104;4,47619047619048;0,860243055555556;14;749;12;83;49;19
"Scarus rubroviolaceus";141;3978;327;12;1;19;2,08755021771561;4,32307692307692;0,828125;12;252;8;0;0;0
"Scarus russelii";7;2839;168;11;1;2;1,38629436111989;0,85;0,75;4;0;0;15;16;6
"Scarus scaber";19;6297;322;13;1;1;0;1,5;0;1;0;0;7;4;3
"Scarus schlegeli";24;0;98;11;1;14;1,87323621771888;4,08181818181818;0,803571428571429;9;407;7;441;216;19
"Scarus spinus";14;0;96;10;1;2;1,38629436111989;4,6;0,75;4;0;0;26;20;12
"Scarus taeniopterus";195;3717;794;11;2;19;1,83691810086247;3,64666666666667;0,790123456790124;9;388;8;34;21;11
"Scarus tricolor";29;7697;461;11;1;1;0;1,6;0;1;0;0;21;11;13
"Scarus trispinosus";2;0;85;9;1;23;2,14582013401283;4,50588235294118;0,842448979591837;12;523;11;5;1;4
"Scarus vetula";315;5680;737;12;1;33;2,1008777650703;5,96190476190476;0,831800973499189;13;1730;20;21;11;10
"Scarus viridifucatus";0;0;99;10;1;1;0;0;0;0;0;0;3;0;3
"Scarus zelindae";1;106;1215;10;1;6;2,09814738913507;4,16;0,863905325443787;9;87;4;3;0;3
"Schuettea scalaripinnis";50;3527;151;0;0;0;0;0;0;0;0;0;1;1;1
"Schuettea woodwardi";2;0;28;0;0;1;0;2,5;0;1;0;0;0;0;0
"Sciaena umbra";169;5142;2288;23;14;90;3,20475597213934;3,43766233766234;0,921389879772757;50;1279;19;0;0;0
"Scobinichthys granulatus";44;4181;163;0;0;3;1,33217904021012;4,53333333333333;0,72;4;122;2;6;29;3
"Scolecenchelys breviceps";7;1512;228;9;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;2;0;2
"Scolopsis affinis";19;6480;93;0;0;3;1,38629436111989;4,2;0,75;4;21;3;39;33;9
"Scolopsis aurata";0;3;29;0;0;0;0;0;0;0;0;0;6;6;3
"Scolopsis bilineata";69;2754;175;7;2;4;1,97920451743432;3,95;0,847222222222222;8;195;4;154;130;71
"Scolopsis ciliata";35;4645;60;0;0;2;0;0;0;0;0;0;43;66;11
"Scolopsis frenata";6;0;29;0;0;0;0;0;0;0;0;0;11;9;8
"Scolopsis ghanam";20;4;69;0;0;3;1,90615474653985;2;0,84375;7;72;2;54;26;3
"Scolopsis lineata";15;4;31;0;0;2;0,693147180559945;1,75;0,5;2;10;1;72;31;4
"Scolopsis margaritifera";26;7379;59;0;0;1;1,09861228866811;2,6;0,666666666666667;3;7;1;62;26;14
"Scolopsis monogramma";17;0;29;0;0;7;2,04493117484959;3,27142857142857;0,846938775510204;9;37;2;58;46;11
"Scolopsis temporalis";5;0;29;0;0;0;0;0;0;0;0;0;0;0;0
"Scolopsis trilineata";2;0;29;0;0;0;0;0;0;0;0;0;0;0;0
"Scolopsis vosmeri";24;4;29;6;0;13;1,80195113979326;1,5;0,796296296296296;8;70;4;178;218;28
"Scolopsis xenochrous";10;2;30;0;0;3;0,562335144618808;1,06666666666667;0,375;2;11;1;24;20;5
"Scomber australasicus";12;8166;2373;24;4;148;3,14726197477573;3,8325;0,922525039285091;49;1442;18;406;232;16
"Scomber colias";16;6671;1670;25;8;119;3,52791502550723;3,99807692307692;0,946808363621288;66;1175;15;429;355;48
"Scomberoides commersonnianus";11;16513;1245;0;0;28;2,80852155386781;2,124;0,900860117700317;25;90;6;80;65;17
"Scomberoides lysan";15;4636;974;0;0;12;2,26038344273221;2,80909090909091;0,871900826446281;12;50;4;183;93;34
"Scomberoides tol";11;8618;959;13;2;7;1,54030582522652;1,8;0,727272727272727;6;17;2;214;199;12
"Scomberomorus commerson";30;13795;2333;28;0;178;3,16090251619762;3,17379310344828;0,913516323780624;61;1438;22;0;0;0
"Scomberomorus maculatus";41;5213;2328;0;0;43;2,15256278167251;2,81;0,8165625;17;426;12;167;140;57
"Scomberomorus queenslandicus";3;2067;984;15;0;10;1,85525202365972;3,22;0,810939357907253;9;506;4;7;6;0
"Scomberomorus regalis";82;4692;1536;18;1;4;1,05492016798614;3;0,64;3;49;2;160;156;17
"Scomberomorus sierra";5;2355;580;0;0;45;3,23384132023083;2,9093023255814;0,940340264650284;39;315;11;283;97;10
"Scombrops boops";1;8949;287;0;0;15;1,3667110520552;1,74285714285714;0,694214876033058;5;98;5;538;253;3
"Scorpaena ascensionis";0;0;37;0;0;0;0;0;0;0;0;0;0;0;0
"Scorpaena canariensis";5;0;37;0;0;0;0;0;0;0;0;0;0;0;0
"Scorpaena cardinalis";123;4981;499;10;0;3;1,52295506753132;2,63333333333333;0,765432098765432;5;19;2;3;3;1
"Scorpaena guttata";44;31282;947;0;0;27;2,09396338715714;3,52272727272727;0,83875;12;73;4;30;20;22
"Scorpaena histrio";5;0;53;0;0;1;0;1,5;0;1;0;0;6;6;0
"Scorpaena jacksoniensis";136;771;680;0;0;2;0;1,7;0;1;17;1;3;3;1
"Scorpaena maderensis";121;2084;791;12;2;17;1,85052047878285;3,17333333333333;0,8046875;9;232;8;276;5;5
"Scorpaena mellissii";0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
"Scorpaena mystes";56;2441;614;0;0;9;1,87353530074904;1,91111111111111;0,824196597353497;8;15;2;10;5;2
"Scorpaena notata";280;4308;1199;18;15;38;2,84947891217168;3,04242424242424;0,909007773205304;28;467;13;67;48;6
"Scorpaena papillosa";42;25923;298;0;0;2;1,03972077083992;2,7;0,625;3;22;1;0;0;0
"Scorpaena plumieri";818;4749;703;6;1;35;2,5294121062967;4,37714285714286;0,829178208679594;25;332;12;58;44;9
"Scorpaena porcus";388;8080;1972;27;15;175;2,88230038678101;2,59911504424779;0,879606449466921;49;1140;20;153;119;17
"Scorpaena scrofa";476;156516;2727;30;23;55;2,61329249123719;2,69791666666667;0,876170655567118;25;350;12;90;78;15
"Scorpaena sumptuosa";8;7108;363;0;0;0;0;0;0;0;0;0;0;0;0
"Scorpaenichthys marmoratus";128;1751;1084;0;0;28;2,24743697825958;4,99565217391304;0,851358024691358;15;206;8;69;51;28
"Scorpaenodes evides";131;4326;577;0;0;1;0,693147180559945;2,3;0,5;2;8;1;11;5;1
"Scorpaenodes parvipinnis";22;4;28;0;0;3;1,00424247305408;2,56666666666667;0,612244897959184;3;1;1;17;13;0
"Scorpaenodes scaber";11;0;30;0;0;0;0;0;0;0;0;0;13;8;6
"Scorpaenopsis cirrosa";15;6;78;9;0;5;2,16395565688206;2,94;0,88;9;9;2;23;29;0
"Scorpaenopsis diabolus";318;30026;936;0;0;1;0;0,5;0;1;1;1;30;25;8
"Scorpaenopsis neglecta";81;6073;419;0;0;1;0;1,2;0;1;1;1;13;11;2
"Scorpaenopsis oxycephalus";33;0;184;0;0;1;0;0;0;0;22;1;15;13;6
"Scorpaenopsis papuensis";44;6549;489;0;0;2;0,693147180559945;0,8;0,5;2;4;2;3;1;0
"Scorpaenopsis possi";25;2392;441;0;0;1;1,09861228866811;2,6;0,666666666666667;3;2;1;36;33;8
"Scorpis aequipinnis";41;0;28;0;0;3;0,636514168294813;3,56666666666667;0,444444444444444;2;27;2;3;1;1
"Scorpis georgiana";2;0;29;0;0;3;1,03972077083992;3,2;0,625;3;8;1;3;0;0
"Scorpis lineolata";44;1646;574;0;0;8;1,71408754118701;3,525;0,808888888888889;6;48;4;26;44;4
"Scorpis violacea";1;1062;571;0;0;0;0;0;0;0;0;0;4;4;0
"Sebastapistes cyanostigma";72;6053;602;0;0;2;1,03972077083992;0,85;0,625;3;4;2;16;15;10
"Sebastapistes strongia";11;4775;374;0;0;2;1,09861228866811;2,6;0,666666666666667;3;15;1;23;20;1
"Sebastes atrovirens";57;13188;652;0;0;17;1,7742151919246;6,26153846153846;0,793367346938776;8;333;8;61;47;20
"Sebastes auriculatus";39;2151;1270;0;0;13;1,86926462658473;3,63333333333333;0,816635160680529;8;129;5;300;153;25
"Sebastes carnatus";47;5341;677;0;0;10;1,77101636878359;6,7125;0,8046875;7;151;4;230;59;14
"Sebastes caurinus";93;4455;787;0;0;46;2,47440142917782;5,34242424242424;0,873709889285044;20;441;12;36021;1003;31
"Sebastes chrysomelas";53;10746;648;0;0;10;1,97956244495714;4,5125;0,834467120181406;9;73;2;130;15;14
"Sebastes flavidus";16;5832;779;0;0;47;1,69075099474741;3,535;0,693559556786704;15;562;14;357;273;48
"Sebastes inermis";85;27785;372;0;0;66;1,89458368141598;2,81578947368421;0,750360110803324;15;715;16;575;93;12
"Sebastes maliger";35;4122;972;0;0;22;1,48427325414777;3,77647058823529;0,711836734693878;7;274;10;2844;2465;33
"Sebastes mystinus";90;4056;932;9;1;44;2,0242623649329;4,65641025641026;0,787911111111111;17;577;15;523;254;29
"Sebastes oculatus";7;0;28;0;0;22;1,93201034054671;3,91875;0,808641975308642;10;83;5;136;81;23
"Sebastes paucispinis";11;3945;1241;0;0;46;2,07230055356619;3,675;0,808106575963719;18;593;12;160;137;30
"Sebastes rastrelliger";12;11360;514;0;0;18;2,14643704956273;4,525;0,838709677419355;12;153;5;11269;39;13
"Sebastes rosaceus";21;6054;477;0;0;5;0;3;0;1;17;2;107;94;23
"Sebastes serranoides";10;6189;566;0;0;8;1,00271826451752;3,04285714285714;0,518518518518519;4;85;3;73;66;17
"Sebastes serriceps";70;5354;583;0;0;5;1,2130075659799;2;0,65625;4;10;2;48;26;17
"Sebastiscus albofasciatus";0;5925;279;0;0;0;0;0;0;0;0;0;11;44;3
"Sebastiscus marmoratus";174;35414;442;0;0;221;3,37509054821029;4,67277486910995;0,944296341006768;57;4509;38;0;0;0
"Selar boops";28;13473;850;0;0;10;2,48832774336859;2,68571428571429;0,906666666666667;13;95;4;154;186;13
"Selar crumenophthalmus";305;5620;1058;18;2;69;2,5009959295498;2,6864406779661;0,872965976331361;23;465;13;956;771;116
"Selaroides leptolepis";27;5339;2562;0;0;39;2,85231164205719;2,86551724137931;0,916340334638661;25;1188;11;879;518;30
"Semicossyphus darwini";6;7413;523;12;1;6;1,38629436111989;4,5;0,75;4;88;3;23;3;7
"Semicossyphus pulcher";238;6898;2473;18;1;80;2,11770198286566;4,81129032258065;0,80898241649601;20;1709;20;44;26;13
"Seriola dumerili";182;22212;3949;33;6;426;2,87466333843119;3,23915343915344;0,831859140260068;76;5104;37;229434;87870;116
"Seriola hippos";6;4182;206;0;0;9;1,62145221230687;3,23333333333333;0,781163434903047;6;61;4;11;29;3
"Seriola lalandi";109;24465;1501;19;2;450;2,87333708186068;3,96569343065693;0,846194433452051;70;5671;40;420651;157335;64
"Seriola rivoliana";40;8445;2246;19;1;86;2,77762464791023;3,49859154929577;0,864233439669732;41;555;15;0;0;0
"Seriolella brama";2;2775;184;0;0;12;1,87285807728248;3,96666666666667;0,817263544536272;9;57;4;64;13;11
"Serranocirrhitus latus";74;1270;1148;0;0;1;0;0;0;0;0;0;6;5;0
"Serranus atricauda";54;0;532;0;0;14;2,0621953916939;3,40833333333333;0,792866941015089;13;62;4;31;26;13
"Serranus baldwini";155;7653;573;0;0;2;1,38629436111989;3,35;0,75;4;2;1;71;67;22
