"fb_sci_name";"FB_nas";"FB_Importance";"FB_IUCN";"FB_UsedasBait";"FB_UsedforAquaculture";"FB_PriceCateg";"FB_Aquarium_I";"FB_Aquarium_II"
"Neoniphon argenteus";103;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Neoniphon marianus";91;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Neoniphon opercularis";99;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Neoniphon sammara";83;"minor commercial";"LC";"usually";"never/rarely";"medium";"commercial";NA
"Neoniphon vexillarium";103;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Neoodax balteatus";119;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Neopomacentrus anabatoides";105;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus aquadulcis";132;NA;"EN";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Neopomacentrus azysron";97;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Neopomacentrus bankieri";109;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus cyanomos";104;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus filamentosus";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus metallicus";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus miryae";109;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neopomacentrus nemurus";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Neopomacentrus violascens";102;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Neosebastes pandus";124;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Neosebastes scorpaenoides";226;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Nesogobius hinsbyi";222;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Nesogobius pulchellus";223;NA;"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Nexilosus latifrons";109;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Nicholsina denticulata";108;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Notocirrhitus splendens";129;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Notoclinops segmentatus";108;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Notoclinops yaldwyni";210;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Notoclinus fenestratus";109;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Notolabrus celidotus";106;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Notolabrus cinctus";110;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Notolabrus fucicola";110;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Notolabrus gymnogenis";207;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Notolabrus inscriptus";224;NA;"LC";NA;"never/rarely";"very high";NA;NA
"Notolabrus parilus";212;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Notolabrus tetricus";211;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Novaculichthys taeniourus";91;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oblada melanurus";73;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Ocyurus chrysurus";56;"commercial";"DD";"never/rarely";"commercial";"medium";"public aquariums";NA
"Odax cyanoallix";228;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Odax pullus";100;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Odontoscion dentex";91;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Odontoscion eurymesops";114;NA;"VU";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Odontoscion xanthops";113;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Odonus niger";88;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Ogcocephalus darwini";119;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Ogilbia cocoensis";253;NA;"VU";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Ogilbia galapagosensis";148;"of no interest";"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Ogilbichthys ferocis";249;NA;"EN";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Ogilbyina novaehollandiae";226;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Ogilbyina queenslandiae";211;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Olisthops cyanomelas";216;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Oman ypsilon";237;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Omegophora armilla";222;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Omegophora cyanopunctata";228;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Omobranchus aurosplendidus";247;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Omobranchus germaini";116;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Omobranchus mekranensis";243;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Omobranchus smithi";149;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Ophioblennius atlanticus";103;"of no interest";"LC";NA;"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ophioblennius clippertonensis";249;NA;"VU";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Ophioblennius steindachneri";97;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ophiodon elongatus";82;"commercial";"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Ophthalmolepis lineolata";106;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Opisthocentrus ocellatus";217;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Opisthocentrus tenuis";221;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Opisthocentrus zonope";227;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Opistognathus aurifrons";87;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Opistognathus darwiniensis";124;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Opistognathus randalli";229;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Oplegnathus conwayi";131;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Oplegnathus insignis";110;NA;"DD";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Optivus agastos";227;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Orthonopias triacis";233;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Orthopristis forbesi";207;NA;"DD";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Ostorhinchus angustatus";104;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Ostorhinchus apogonoides";103;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus aureus";99;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Ostorhinchus capricornis";214;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus chrysotaenia";113;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus doederleini";103;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Ostorhinchus fasciatus";91;"of no interest";"LC";"never/rarely";"never/rarely";NA;NA;NA
"Ostorhinchus flavus";212;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus limenus";212;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus luteus";115;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus multilineatus";215;NA;"N.E.";"never/rarely";"never/rarely";"high";NA;NA
"Ostorhinchus nigrofasciatus";94;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Ostorhinchus norfolcensis";113;NA;"N.E.";"never/rarely";"never/rarely";"high";NA;NA
"Ostorhinchus notatus";97;NA;"LC";NA;NA;"high";NA;NA
"Ostorhinchus parvulus";211;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus properuptus";209;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus rubrimacula";203;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus schlegeli";230;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus sealei";108;NA;"LC";NA;NA;"high";NA;NA
"Ostorhinchus urostigmus";221;" ";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Ostorhinchus victoriae";113;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostorhinchus wassinki";211;NA;"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostracion cubicum";96;"minor commercial";"N.E.";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Ostracion cyanurus";217;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ostracion immaculatum";228;NA;"N.E.";NA;NA;"high";NA;NA
"Ostracion meleagris";99;"subsistence fisheries";"N.E.";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Ostracion solorense";114;"of no interest";"N.E.";"never/rarely";"never/rarely";NA;"commercial";NA
"Ostracion whitleyi";215;"of no interest";"N.E.";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Othos dentex";120;"minor commercial";"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Oxycercichthys veliferus";218;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Oxycheilinus bimaculatus";101;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxycheilinus celebicus";108;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxycheilinus digramma";97;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxycheilinus mentalis";213;NA;"LC";"never/rarely";"never/rarely";"very high";NA;NA
"Oxycheilinus orientalis";101;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxycheilinus unifasciatus";101;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxycirrhites typus";97;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Oxyjulis californica";97;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Oxylebius pictus";108;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Oxymonacanthus longirostris";84;"of no interest";"VU";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pachymetopon aeneum";99;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pachymetopon blochii";102;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pachymetopon grande";114;"minor commercial";"NT";"usually";"never/rarely";"very high";"never/rarely";NA
"Pagellus acarne";64;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Pagellus erythrinus";71;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Pagrus auratus";70;"commercial";"LC";"never/rarely";"experimental";"very high";"never/rarely";NA
"Pagrus auriga";79;"minor commercial";"LC";"never/rarely";"never/rarely";"low";"commercial";NA
"Pagrus pagrus";59;"commercial";"LC";"never/rarely";"commercial";"very high";"public aquariums";" "
"Parablennius gattorugine";87;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Parablennius incognitus";96;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius intermedius";213;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius laticlavius";109;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius marmoreus";95;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Parablennius pilicornis";107;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius rouxi";95;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius sanguinolentus";91;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Parablennius serratolineatus";221;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius tasmanianus";214;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parablennius zvonimiri";99;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Paracaesio xanthura";94;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Paracanthurus hepatus";82;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Paracentropyge multifasciata";111;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Parachaetodon ocellatus";107;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Paracheilinus cyaneus";214;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Paracheilinus octotaenia";104;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Paracirrhites arcatus";89;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Paracirrhites forsteri";87;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Paracirrhites hemistictus";122;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Paracirrhites nisus";225;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Paracirrhites xanthus";126;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Paradiancistrus cuyoensis";245;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Paragobiodon echinocephalus";104;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Paragobiodon xanthosoma";196;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Parajulis poecilepterus";113;"commercial";"LC";"never/rarely";"commercial";"very high";"commercial";"based mainly on capture"
"Paralabrax albomaculatus";106;NA;"EN";"never/rarely";NA;"very high";NA;NA
"Paralabrax auroguttatus";204;"minor commercial";"DD";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Paralabrax clathratus";83;"commercial";"LC";NA;"never/rarely";"very high";NA;NA
"Paralabrax maculatofasciatus";96;"of no interest";"LC";NA;"never/rarely";NA;NA;NA
"Paralabrax nebulifer";96;NA;"LC";NA;"never/rarely";"very high";NA;NA
"Paraluteres prionurus";115;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Paramonacanthus japonicus";105;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Paranotothenia magellanica";105;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Paranthias colonus";98;"subsistence fisheries";"LC";"usually";"never/rarely";"very high";"never/rarely";NA
"Paranthias furcifer";78;"subsistence fisheries";"LC";"usually";"never/rarely";"very high";"commercial";"based mainly on capture"
"Parapercis australis";220;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis clathrata";118;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis colias";89;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Parapercis haackei";226;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis lineopunctata";111;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Parapercis millepunctata";113;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Parapercis multiplicata";124;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Parapercis pacifica";228;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Parapercis queenslandica";226;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Parapercis ramsayi";225;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis schauinslandii";120;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Parapercis snyderi";214;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis stricticeps";234;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Parapercis tetracantha";123;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Parapercis xanthogramma";229;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Parapercis xanthozona";121;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Paraplesiops bleekeri";219;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Paraplesiops meleagris";105;"commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
