"fb_sci_name";"name";"type"
"Chrysiptera cyanea";"Cbrysiptera cyaneus";"syn"
"Chrysiptera cyanea";"Chrysiptera gaimardi";"syn"
"Chrysiptera cyanea";"Chrysiptera punctatoperculare";"syn"
"Chrysiptera cyanea";"Glyphidodon assimilis";"syn"
"Chrysiptera cyanea";"Glyphidodontops cyaneus";"syn"
"Chrysiptera cyanea";"Glyphidontops cyaneus";"syn"
"Chrysiptera cyanea";"Glyphisodon azureus";"syn"
"Chrysiptera cyanea";"Glyphisodon cyaneus";"syn"
"Chrysiptera cyanea";"Glyphisodon gaimardii";"syn"
"Chrysiptera cyanea";"Glyphisodon hedleyi";"syn"
"Chrysiptera cyanea";"Glyphisodon uniocellatus";"syn"
"Chrysiptera flavipinnis";"Chrysiptera flavipinnis";"acc"
"Chrysiptera flavipinnis";"Abudefduf flavipinnis";"syn"
"Chrysiptera flavipinnis";"Glyphidodontops flavipinnis";"syn"
"Chrysiptera galba";"Chrysiptera galba";"acc"
"Chrysiptera galba";"Glyphidodontops galbus";"syn"
"Chrysiptera glauca";"Chrysiptera glauca";"acc"
"Chrysiptera glauca";"Abudefduf caesio";"syn"
"Chrysiptera glauca";"Abudefduf glaucus";"syn"
"Chrysiptera glauca";"Chrysiptera hollisi";"syn"
"Chrysiptera glauca";"Glyphidodon modestus";"syn"
"Chrysiptera glauca";"Glyphidodon pallidus";"syn"
"Chrysiptera glauca";"Glyphidodontops glaucus";"syn"
"Chrysiptera glauca";"Glyphisodon glaucus";"syn"
"Chrysiptera glauca";"Glyphisodon modestus";"syn"
"Chrysiptera glauca";"Glyphisodon phaiosoma";"syn"
"Chrysiptera hemicyanea";"Chrysiptera hemicyanea";"acc"
"Chrysiptera hemicyanea";"Abudefduf hemicyaneus";"syn"
"Chrysiptera hemicyanea";"Glyphidodontops hemicyaneus";"syn"
"Chrysiptera notialis";"Chrysiptera notialis";"acc"
"Chrysiptera notialis";"Glyphidodontops notialis";"syn"
"Chrysiptera oxycephala";"Chrysiptera oxycephala";"acc"
"Chrysiptera oxycephala";"Abudefduf azurepunctatus";"syn"
"Chrysiptera oxycephala";"Chrysiptera azurepunctata";"syn"
"Chrysiptera oxycephala";"Chrysiptera melanomaculata";"syn"
"Chrysiptera oxycephala";"Glyphidodontops azurepunctatus";"syn"
"Chrysiptera oxycephala";"Paraglyphidodon oxycephalus";"syn"
"Chrysiptera parasema";"Chrysiptera parasema";"acc"
"Chrysiptera parasema";"Abudefduf parasema";"syn"
"Chrysiptera rapanui";"Chrysiptera rapanui";"acc"
"Chrysiptera rapanui";"Abudefduf rapanui";"syn"
"Chrysiptera rapanui";"Glyphidodontops rapanui";"syn"
"Chrysiptera rex";"Chrysiptera rex";"acc"
"Chrysiptera rex";"Abudefduf rex";"syn"
"Chrysiptera rex";"Glyphididontops rex";"syn"
"Chrysiptera rex";"Glyphidodontops rex";"syn"
"Chrysiptera rollandi";"Chrysiptera rollandi";"acc"
"Chrysiptera rollandi";"Chromis rollandi";"syn"
"Chrysiptera rollandi";"Glyphidodontops rollandi";"syn"
"Chrysiptera rollandi";"Pomachromis rollandi";"syn"
"Chrysiptera springeri";"Chrysiptera springeri";"acc"
"Chrysiptera springeri";"Glyphidodontops springeri";"syn"
"Chrysiptera starcki";"Chrysiptera starcki";"acc"
"Chrysiptera starcki";"Abudefduf starcki";"syn"
"Chrysiptera starcki";"Chryspetera starcki";"syn"
"Chrysiptera talboti";"Chrysiptera talboti";"acc"
"Chrysiptera talboti";"Glyphidodontops talboti";"syn"
"Chrysiptera taupou";"Chrysiptera taupou";"acc"
"Chrysiptera taupou";"Abudefduf elizabethae";"syn"
"Chrysiptera taupou";"Abudefduf taupou";"syn"
"Chrysiptera taupou";"Chrysiptera elizabethae";"syn"
"Chrysiptera traceyi";"Chrysiptera traceyi";"acc"
"Chrysiptera traceyi";"Pomacentrus traceyi";"syn"
"Chrysiptera tricincta";"Chrysiptera tricincta";"acc"
"Chrysiptera tricincta";"Glyphidodontops tricinctus";"syn"
"Chrysiptera unimaculata";"Chrysiptera unimaculata";"acc"
"Chrysiptera unimaculata";"Glyphidodon dispar";"syn"
"Chrysiptera unimaculata";"Glyphidodon hemimelas";"syn"
"Chrysiptera unimaculata";"Glyphidodontops unimaculatus";"syn"
"Chrysiptera unimaculata";"Glyphisodon filholi";"syn"
"Chrysiptera unimaculata";"Glyphisodon unimaculatus";"syn"
"Chrysoblephus cristiceps";"Chrysoblephus cristiceps";"acc"
"Chrysoblephus cristiceps";"Chrysophrys cristiceps";"syn"
"Chrysoblephus gibbiceps";"Chrysoblephus gibbiceps";"acc"
"Chrysoblephus gibbiceps";"Chrysophrys gibbiceps";"syn"
"Chrysoblephus laticeps";"Chrysoblephus laticeps";"acc"
"Chrysoblephus laticeps";"Chrysoblephus algoensis";"syn"
"Chrysoblephus laticeps";"Chrysophrys algoensis";"syn"
"Chrysoblephus laticeps";"Chrysophrys laticeps";"syn"
"Chrysoblephus laticeps";"Chrysophrys pugicephalus";"syn"
"Cirrhilabrus cyanopleura";"Cirrhilabrus cyanopleura";"acc"
"Cirrhilabrus cyanopleura";"Cheilinoides cyanopleura";"syn"
"Cirrhilabrus cyanopleura";"Cirrhilabrus heterodon";"syn"
"Cirrhilabrus cyanopleura";"Cirrilabrus cyanopleurus";"syn"
"Cirrhilabrus exquisitus";"Cirrhilabrus exquisitus";"acc"
"Cirrhilabrus flavidorsalis";"Cirrhilabrus flavidorsalis";"acc"
"Cirrhilabrus katherinae";"Cirrhilabrus katherinae";"acc"
"Cirrhilabrus laboutei";"Cirrhilabrus laboutei";"acc"
"Cirrhilabrus lineatus";"Cirrhilabrus lineatus";"acc"
"Cirrhilabrus punctatus";"Cirrhilabrus punctatus";"acc"
"Cirrhilabrus randalli";"Cirrhilabrus randalli";"acc"
"Cirrhilabrus scottorum";"Cirrhilabrus scottorum";"acc"
"Cirrhilabrus solorensis";"Cirrhilabrus solorensis";"acc"
"Cirrhilabrus temminckii";"Cirrhilabrus temminckii";"acc"
"Cirrhilabrus temminckii";"Cirrhilabrus temminki";"syn"
"Cirrhilabrus walindi";"Cirrhilabrus walindi";"acc"
"Cirrhitichthys aprinus";"Cirrhitichthys aprinus";"acc"
"Cirrhitichthys aprinus";"Cirrhites aprinus";"syn"
"Cirrhitichthys aprinus";"Cirrhitychthys aprinus";"syn"
"Cirrhitichthys falco";"Cirrhitichthys falco";"acc"
"Cirrhitichthys falco";"Cirrhitichthys serratus";"syn"
"Cirrhitichthys falco";"Cirrtichthys falco";"syn"
"Cirrhitichthys oxycephalus";"Cirrhitichthys oxycephalus";"acc"
"Cirrhitichthys oxycephalus";"Cirrhites grandimaculatus";"syn"
"Cirrhitichthys oxycephalus";"Cirrhites murrayi";"syn"
"Cirrhitichthys oxycephalus";"Cirrhites oxycephalus";"syn"
"Cirrhitichthys oxycephalus";"Cirrhitichthys corallicola";"syn"
"Cirrhitichthys oxycephalus";"Cirritichthys oxycephalus";"syn"
"Cirrhitops fasciatus";"Cirrhitops fasciatus";"acc"
"Cirrhitops fasciatus";"Cirrhites cinctus";"syn"
"Cirrhitops fasciatus";"Paracirrhites cinctus";"syn"
"Cirrhitops hubbardi";"Cirrhitops hubbardi";"acc"
"Cirrhitops hubbardi";"Amblycirrhitus hubbardi";"syn"
"Cirrhitus pinnulatus";"Cirrhitus pinnulatus";"acc"
"Cirrhitus pinnulatus";"Cirrhites maculosus";"syn"
"Cirrhitus pinnulatus";"Cirrhitus alternatus";"syn"
"Cirrhitus pinnulatus";"Cirrhitus maculatus";"syn"
"Cirrhitus pinnulatus";"Cirrhitus spilotoceps";"syn"
"Cirrhitus pinnulatus";"Labrus marmoratus";"syn"
"Cirrhitus pinnulatus";"Labrus pinnulatus";"syn"
"Cirrhitus rivulatus";"Cirrhitus rivulatus";"acc"
"Cirrhitus rivulatus";"Cirrhitus betaurus";"syn"
"Cirripectes alboapicalis";"Cirripectes alboapicalis";"acc"
"Cirripectes alboapicalis";"Cirripectus variolosus patuki";"syn"
"Cirripectes alboapicalis";"Salarias alboapicalis";"syn"
"Cirripectes alleni";"Cirripectes alleni";"acc"
"Cirripectes auritus";"Cirripectes auritus";"acc"
"Cirripectes castaneus";"Cirripectes castaneus";"acc"
"Cirripectes castaneus";"Cirripectes gibbifrons";"syn"
"Cirripectes castaneus";"Cirripectes reticulatus";"syn"
"Cirripectes castaneus";"Cirripectus castaneus";"syn"
"Cirripectes castaneus";"Salarias castaneus";"syn"
"Cirripectes chelomatus";"Cirripectes chelomatus";"acc"
"Cirripectes filamentosus";"Cirripectes filamentosus";"acc"
"Cirripectes filamentosus";"Cirripectes indrambaryae";"syn"
"Cirripectes filamentosus";"Salarias cruentipinnis";"syn"
"Cirripectes filamentosus";"Salarias filamentosus";"syn"
"Cirripectes fuscoguttatus";"Cirripectes fuscoguttatus";"acc"
"Cirripectes hutchinsi";"Cirripectes hutchinsi";"acc"
"Cirripectes polyzona";"Cirripectes polyzona";"acc"
"Cirripectes polyzona";"Blennius canescens";"syn"
"Cirripectes polyzona";"Cirripectes polyzonus";"syn"
"Cirripectes polyzona";"Salarias polyzona";"syn"
"Cirripectes springeri";"Cirripectes springeri";"acc"
"Cirripectes stigmaticus";"Cirripectes stigmaticus";"acc"
"Cirripectes stigmaticus";"Cirripectus cruentus";"syn"
"Cirripectes vanderbilti";"Cirripectes vanderbilti";"acc"
"Cirripectes vanderbilti";"Ophioblennius capillus";"syn"
"Cirripectes vanderbilti";"Ophioblennius vanderbilti";"syn"
"Cirripectes variolosus";"Cirripectes variolosus";"acc"
"Cirripectes variolosus";"Cirripectes sebae";"syn"
"Cirripectes variolosus";"Istiblennius variolosus";"syn"
"Cirripectes variolosus";"Ophioblennius clarki";"syn"
"Cirripectes variolosus";"Salarias nigripes";"syn"
"Cirripectes variolosus";"Salarias sebae";"syn"
"Cirripectes variolosus";"Salarias variolosus";"syn"
"Cleidopus gloriamaris";"Cleidopus gloriamaris";"acc"
"Cleidopus gloriamaris";"Cleidopus gloriamaris occidentalis";"syn"
"Clepticus parrae";"Clepticus parrae";"acc"
"Clepticus parrae";"Brama parrae";"syn"
"Clepticus parrae";"Clepticus genizara";"syn"
"Clinus latipennis";"Clinus latipennis";"acc"
"Clinus latipennis";"Ophthalmolophus latipennis";"syn"
"Clinus superciliosus";"Clinus superciliosus";"acc"
"Clinus superciliosus";"Blennius capensis";"syn"
"Clinus superciliosus";"Blennius ignobilis";"syn"
"Clinus superciliosus";"Blennius mustela";"syn"
"Clinus superciliosus";"Blennius mustellaris";"syn"
"Clinus superciliosus";"Blennius mycterizans";"syn"
"Clinus superciliosus";"Blennius punctulatus";"syn"
"Clinus superciliosus";"Blennius spadiceus";"syn"
"Clinus superciliosus";"Blennius superciliosus";"syn"
"Clinus superciliosus";"Blennius versicolor";"syn"
"Clinus superciliosus";"Caboclinus superciliosus";"syn"
"Clinus superciliosus";"Clinus dubius";"syn"
"Clinus superciliosus";"Clinus pantherinus";"syn"
"Clinus venustris";"Clinus venustris";"acc"
"Clinus venustris";"Ophthalmolophus venustris";"syn"
"Cnidoglanis macrocephalus";"Cnidoglanis macrocephalus";"acc"
"Cnidoglanis macrocephalus";"Choeroplotosus decemfilis";"syn"
"Cnidoglanis macrocephalus";"Choeroplotosus limbatus";"syn"
"Cnidoglanis macrocephalus";"Cnidoglanis bostockii";"syn"
"Cnidoglanis macrocephalus";"Neoplotosus waterhousii";"syn"
"Cnidoglanis macrocephalus";"Ostophycephalus duriceps";"syn"
"Cnidoglanis macrocephalus";"Plotosus macrocephalus";"syn"
"Cnidoglanis macrocephalus";"Plotosus megastomus";"syn"
"Cochleoceps bicolor";"Cochleoceps bicolor";"acc"
"Cochleoceps orientalis";"Cochleoceps orientalis";"acc"
"Conger verreauxi";"Conger verreauxi";"acc"
"Congiopodus peruvianus";"Congiopodus peruvianus";"acc"
"Congiopodus peruvianus";"Agriopus hispidus";"syn"
"Congiopodus peruvianus";"Agriopus peruvianus";"syn"
"Conniella apterygia";"Conniella apterygia";"acc"
"Coradion altivelis";"Coradion altivelis";"acc"
"Coradion altivelis";"Coradion fulvocinctus";"syn"
"Coradion chrysozonus";"Coradion chrysozonus";"acc"
"Coradion chrysozonus";"Chaetodon chrysozonus";"syn"
"Coradion chrysozonus";"Chaetodon guttatus";"syn"
"Coradion chrysozonus";"Chaetodon labiatus";"syn"
"Coris auricularis";"Coris auricularis";"acc"
"Coris auricularis";"Julis auricularis";"syn"
"Coris aurilineata";"Coris aurilineata";"acc"
"Coris aygula";"Coris aygula";"acc"
"Coris aygula";"Coris angulata";"syn"
"Coris aygula";"Coris angulatus";"syn"
"Coris aygula";"Coris cyanea";"syn"
"Coris aygula";"Coris imbris";"syn"
"Coris aygula";"Coris variegata";"syn"
"Coris aygula";"Hemicoris cingulum";"syn"
"Coris aygula";"Julis aygula";"syn"
"Coris aygula";"Julis cingulum";"syn"
"Coris aygula";"Julis coris";"syn"
"Coris aygula";"Julis gibbifrons";"syn"
"Coris aygula";"Julis ruppelii";"syn"
"Coris aygula";"Julis semipunctatus";"syn"
"Coris aygula";"Labrus aureomaculatus";"syn"
"Coris aygula";"Labrus cingulum";"syn"
"Coris batuensis";"Coris batuensis";"acc"
"Coris batuensis";"Coris coronata";"syn"
"Coris batuensis";"Coris pallida";"syn"
"Coris batuensis";"Coris schroederi";"syn"
"Coris batuensis";"Coris schroedi";"syn"
"Coris batuensis";"Hemicoris batuensis";"syn"
"Coris batuensis";"Julis batuensis";"syn"
"Coris batuensis";"Julis schroederii";"syn"
"Coris batuensis";"Platyglossus punctatus";"syn"
"Coris bulbifrons";"Coris bulbifrons";"acc"
"Coris caudimacula";"Coris caudimacula";"acc"
"Coris caudimacula";"Coris multicolor";"syn"
"Coris caudimacula";"Halichoeres multicolor";"syn"
"Coris caudimacula";"Julis caudimacula";"syn"
"Coris centralis";"Coris centralis";"acc"
"Coris cuvieri";"Coris cuvieri";"acc"
"Coris cuvieri";"Coris africana";"syn"
"Coris cuvieri";"Coris gaimard africana";"syn"
"Coris cuvieri";"Julis cuvieri";"syn"
"Coris cuvieri";"Julis stellatus";"syn"
"Coris debueni";"Coris debueni";"acc"
"Coris dorsomacula";"Coris dorsomacula";"acc"
"Coris dorsomacula";"Coris dorsumacula";"syn"
"Coris formosa";"Coris formosa";"acc"
"Coris formosa";"Coris frerei";"syn"
"Coris formosa";"Coris freri";"syn"
"Coris formosa";"Coris halei";"syn"
"Coris formosa";"Labrus formosus";"syn"
"Coris gaimard";"Coris gaimard";"acc"
"Coris gaimard";"Coris gaimard speciosa";"syn"
"Coris gaimard";"Coris greenoughii";"syn"
"Coris gaimard";"Coris greenovii";"syn"
"Coris gaimard";"Coris pulcherrima";"syn"
"Coris gaimard";"Julis gaimard";"syn"
"Coris gaimard";"Julis gaimard speciosa";"syn"
"Coris gaimard";"Julis ganymede";"syn"
"Coris gaimard";"Julis greenovii";"syn"
"Coris gaimard";"Julis leucorhynchos";"syn"
"Coris hewetti";"Coris hewetti";"acc"
"Coris julis";"Coris julis";"acc"
"Coris julis";"Coris festiva";"syn"
"Coris julis";"Coris speciosa";"syn"
"Coris julis";"Coris taeniatus";"syn"
"Coris julis";"Julis azorensis";"syn"
"Coris julis";"Julis festiva";"syn"
"Coris julis";"Julis giofredi";"syn"
"Coris julis";"Julis julis";"syn"
"Coris julis";"Julis mediterranea";"syn"
"Coris julis";"Julis melanura";"syn"
"Coris julis";"Julis speciosa";"syn"
"Coris julis";"Julis vulgaris";"syn"
"Coris julis";"Labrus cettii";"syn"
"Coris julis";"Labrus giofredi";"syn"
"Coris julis";"Labrus infuscus";"syn"
"Coris julis";"Labrus julis";"syn"
"Coris julis";"Labrus keslik";"syn"
"Coris julis";"Labrus paroticus";"syn"
"Coris julis";"Labrus perdica";"syn"
"Coris julis";"Labrus subfuscus";"syn"
"Coris picta";"Coris picta";"acc"
"Coris picta";"Coris semicincta";"syn"
"Coris picta";"Labrus pictus";"syn"
"Coris pictoides";"Coris pictoides";"acc"
"Coris roseoviridis";"Coris roseoviridis";"acc"
"Coris sandeyeri";"Coris sandeyeri";"acc"
"Coris sandeyeri";"Coris rex";"syn"
"Coris sandeyeri";"Coris trimaculata";"syn"
"Coris sandeyeri";"Coris trimaculatus";"syn"
"Coris sandeyeri";"Cymolutes sandeyeri";"syn"
"Coris venusta";"Coris venusta";"acc"
"Coris venusta";"Hemicoris remedius";"syn"
"Coryphopterus alloides";"Coryphopterus alloides";"acc"
"Coryphopterus dicrus";"Coryphopterus dicrus";"acc"
"Coryphopterus eidolon";"Coryphopterus eidolon";"acc"
"Coryphopterus glaucofraenum";"Coryphopterus glaucofraenum";"acc"
"Coryphopterus hyalinus";"Coryphopterus hyalinus";"acc"
"Coryphopterus lipernes";"Coryphopterus lipernes";"acc"
"Coryphopterus personatus";"Coryphopterus personatus";"acc"
"Coryphopterus personatus";"Eviota personata";"syn"
"Coryphopterus thrix";"Coryphopterus thrix";"acc"
"Coryphopterus tortugae";"Coryphopterus tortugae";"acc"
"Coryphopterus tortugae";"Ctenogobius tortugae";"syn"
"Coryphopterus urospilus";"Coryphopterus urospilus";"acc"
"Cratinus agassizii";"Cratinus agassizii";"acc"
"Cremnochorites capensis";"Cremnochorites capensis";"acc"
"Cremnochorites capensis";"Gillias capensis";"syn"
"Cremnochorites capensis";"Tripterygium capense";"syn"
"Crenimugil crenilabis";"Crenimugil crenilabis";"acc"
"Crenimugil crenilabis";"Chelon crenilabis";"syn"
"Crenimugil crenilabis";"Crenimugli crenilabris";"syn"
"Crenimugil crenilabis";"Liza crenilabis";"syn"
"Crenimugil crenilabis";"Liza lauvergnii";"syn"
"Crenimugil crenilabis";"Mugil cirrhostomus";"syn"
"Crenimugil crenilabis";"Mugil crenilabis";"syn"
"Crenimugil crenilabis";"Mugil crenilabris";"syn"
"Crenimugil crenilabis";"Mugil fasciatus";"syn"
"Crenimugil crenilabis";"Mugil lauvergnii";"syn"
"Crenimugil crenilabis";"Mugil macrocheilos";"syn"
"Crenimugil crenilabis";"Mugil macrocheilus";"syn"
"Crenimugil crenilabis";"Mugil neocaledonicus";"syn"
"Crenimugil crenilabis";"Mugil neocalidonicus";"syn"
"Crenimugil crenilabis";"Mugil rueppellii";"syn"
"Crenimugil crenilabis";"Mugil ruppellii";"syn"
"Crenimugil crenilabis";"Oedalechilus cirrhostomus";"syn"
"Crenimugil crenilabis";"Querimana crenilabis";"syn"
"Cristiceps aurantiacus";"Cristiceps aurantiacus";"acc"
"Cristiceps aurantiacus";"Cristiceps pictus";"syn"
"Crocodilichthys gracilis";"Crocodilichthys gracilis";"acc"
"Crossosalarias macrospilus";"Crossosalarias macrospilus";"acc"
"Cryptichthys jojettae";"Cryptichthys jojettae";"acc"
"Cryptocentrus caeruleomaculatus";"Cryptocentrus caeruleomaculatus";"acc"
"Cryptocentrus caeruleomaculatus";"Ctenogobius culionensis";"syn"
"Cryptocentrus caeruleomaculatus";"Mars caeruleomaculatus";"syn"
"Cryptocentrus caeruleopunctatus";"Cryptocentrus caeruleopunctatus";"acc"
"Cryptocentrus caeruleopunctatus";"Gobius caeruleopunctatus";"syn"
"Cryptocentrus caeruleopunctatus";"Gobius pavoninus";"syn"
"Cryptocentrus cryptocentrus";"Cryptocentrus cryptocentrus";"acc"
"Cryptocentrus cryptocentrus";"Cryptocentrus fasciatus";"syn"
"Cryptocentrus cryptocentrus";"Cryptocentrus meleagris";"syn"
"Cryptocentrus cryptocentrus";"Gobius cryptocentrus";"syn"
"Cryptocentrus fasciatus";"Cryptocentrus fasciatus";"acc"
"Cryptocentrus fasciatus";"Gobiosoma fasciatum";"syn"
"Cryptocentrus strigilliceps";"Cryptocentrus strigilliceps";"acc"
"Cryptocentrus strigilliceps";"Cryptocentrus koumansi";"syn"
"Cryptocentrus strigilliceps";"Mars strigilliceps";"syn"
"Cryptocentrus strigilliceps";"Obtortiophagus koumansi";"syn"
"Ctenochaetus binotatus";"Ctenochaetus binotatus";"acc"
"Ctenochaetus binotatus";"Ctenochaetus oculocoeruleus";"syn"
"Ctenochaetus cyanocheilus";"Ctenochaetus cyanocheilus";"acc"
"Ctenochaetus flavicauda";"Ctenochaetus flavicauda";"acc"
"Ctenochaetus hawaiiensis";"Ctenochaetus hawaiiensis";"acc"
"Ctenochaetus marginatus";"Ctenochaetus marginatus";"acc"
"Ctenochaetus marginatus";"Acanthurus marginatus";"syn"
"Ctenochaetus marginatus";"Ctenochaetus cyanoguttatus";"syn"
"Ctenochaetus marginatus";"Ctenochaetus magnus";"syn"
"Ctenochaetus striatus";"Ctenochaetus striatus";"acc"
"Ctenochaetus striatus";"Acanthurus argenteus";"syn"
"Ctenochaetus striatus";"Acanthurus ctenodon";"syn"
"Ctenochaetus striatus";"Acanthurus flavoguttatus";"syn"
"Ctenochaetus striatus";"Acanthurus ketlitzii";"syn"
"Ctenochaetus striatus";"Acanthurus kettlitzii";"syn"
"Ctenochaetus striatus";"Acanthurus striatus";"syn"
"Ctenochaetus striatus";"Acronurus argenteus";"syn"
"Ctenochaetus striatus";"Ctenodon ctenodon";"syn"
"Ctenochaetus striatus";"Ctenodon cuvierii";"syn"
"Ctenochaetus tominiensis";"Ctenochaetus tominiensis";"acc"
"Ctenochaetus truncatus";"Ctenochaetus truncatus";"acc"
"Ctenogobiops aurocingulus";"Ctenogobiops aurocingulus";"acc"
"Ctenogobiops aurocingulus";"Aparrius aurocingulus";"syn"
"Ctenogobiops crocineus";"Ctenogobiops crocineus";"acc"
"Ctenogobiops crocineus";"Rhinogobius crocineus";"syn"
"Ctenogobiops feroculus";"Ctenogobiops feroculus";"acc"
"Ctenogobiops maculosus";"Ctenogobiops maculosus";"acc"
"Ctenogobiops maculosus";"Cryptocentroides maculosus";"syn"
"Ctenogobiops mitodes";"Ctenogobiops mitodes";"acc"
"Ctenogobiops pomastictus";"Ctenogobiops pomastictus";"acc"
"Ctenogobiops tangaroai";"Ctenogobiops tangaroai";"acc"
"Ctenolabrus rupestris";"Ctenolabrus rupestris";"acc"
"Ctenolabrus rupestris";"Ctenolabrus suillus";"syn"
"Ctenolabrus rupestris";"Labrus rupestris";"syn"
"Cybiosarda elegans";"Cybiosarda elegans";"acc"
"Cybiosarda elegans";"Gymnosarda elegans";"syn"
"Cybiosarda elegans";"Scomberomorus elegans";"syn"
"Cyclichthys orbicularis";"Cyclichthys orbicularis";"acc"
"Cyclichthys orbicularis";"Atinga orbicularis coeruleus";"syn"
"Cyclichthys orbicularis";"Chilomycterus orbicularis";"syn"
"Cyclichthys orbicularis";"Chilomycterus parcomaculatus";"syn"
"Cyclichthys orbicularis";"Diodon caeruleus";"syn"
"Cyclichthys orbicularis";"Diodon orbicularis";"syn"
"Cymatoceps nasutus";"Cymatoceps nasutus";"acc"
"Cymatoceps nasutus";"Chrysophrys nasutus";"syn"
"Cymatoceps nasutus";"Pagrus nigripinnis";"syn"
"Cymatogaster aggregata";"Cymatogaster aggregata";"acc"
"Cymatogaster aggregata";"Cymatogaster gracilis";"syn"
"Cymatogaster aggregata";"Metrogaster lineolatus";"syn"
"Cymbacephalus beauforti";"Cymbacephalus beauforti";"acc"
"Cymbacephalus beauforti";"Platycephalus beauforti";"syn"
"Cypho purpurascens";"Cypho purpurascens";"acc"
"Cypho purpurascens";"Nesiotes purpurascens";"syn"
"Cypho purpurascens";"Pseudochromis mccullochi";"syn"
"Cypho purpurascens";"Pseudochromis mccullochi perpulcher";"syn"
"Cypho purpurascens";"Pseudochromis purpurascens";"syn"
"Cypho zaps";"Cypho zaps";"acc"
"Cyprinocirrhites polyactis";"Cyprinocirrhites polyactis";"acc"
